3.2224e+06,3.5371e+06,3.6195e+06,3.7972e+06,3.8623e+06,4.068e+06,4.0596e+06,4.0774e+06,4.3398e+06,4.312e+06,4.6608e+06,4.6263e+06,4.6772e+06,4.7474e+06,4.7573e+06,4.8219e+06,4.8599e+06,4.8769e+06,4.8177e+06,4.9325e+06,5.4029e+06,4.987e+06,4.9967e+06,5.7591e+06,6.2142e+06,5.739e+06,5.8655e+06,6.1145e+06,6.6019e+06,6.5122e+06,6.3905e+06,6.3877e+06,6.3494e+06,6.5058e+06,6.2324e+06,6.2801e+06,6.279e+06,6.3263e+06,6.1135e+06,6.1037e+06
2.1441e+07,2.3912e+07,2.4118e+07,2.5993e+07,2.6205e+07,2.609e+07,2.5793e+07,2.8405e+07,2.9766e+07,2.9664e+07,2.9624e+07,3.0236e+07,3.1119e+07,3.0952e+07,3.1664e+07,3.1012e+07,3.2301e+07,3.1574e+07,3.1821e+07,3.2241e+07,3.3071e+07,3.2905e+07,3.4893e+07,3.3419e+07,3.3494e+07,3.3113e+07,3.2791e+07,3.2384e+07,3.3176e+07,3.2849e+07,3.3028e+07,3.3507e+07,3.2067e+07,3.315e+07,3.1978e+07,3.1717e+07,3.2329e+07,3.0704e+07,2.9785e+07,2.9007e+07
9.4416e+06,1.0688e+07,1.1295e+07,1.1876e+07,1.2936e+07,1.4008e+07,1.4996e+07,1.585e+07,1.6621e+07,1.726e+07,1.8567e+07,1.9309e+07,2.0045e+07,2.0624e+07,2.1586e+07,2.2719e+07,2.3357e+07,2.3256e+07,2.4017e+07,2.2782e+07,2.2701e+07,2.4716e+07,2.6173e+07,2.684e+07,2.7392e+07,2.6654e+07,2.7086e+07,2.7565e+07,2.8852e+07,2.8961e+07,2.78e+07,2.9035e+07,2.8594e+07,2.941e+07,2.8659e+07,2.9745e+07,2.925e+07,2.941e+07,2.8039e+07,2.7433e+07
1.4155e+07,1.5962e+07,1.5954e+07,1.7071e+07,1.7376e+07,1.8982e+07,1.9269e+07,1.9828e+07,2.0621e+07,2.0267e+07,2.0442e+07,2.1134e+07,2.1257e+07,2.0687e+07,2.0449e+07,2.1902e+07,2.1602e+07,2.1181e+07,2.1116e+07,2.0775e+07,2.0466e+07,1.9983e+07,2.075e+07,2.0853e+07,2.0593e+07,1.9912e+07,2.0007e+07,1.8768e+07,1.9273e+07,1.9042e+07,1.7955e+07,1.9176e+07,1.8474e+07,1.7236e+07,1.5874e+07,1.9165e+07,1.9705e+07,1.8991e+07,1.9013e+07,1.8463e+07
2.6249e+06,2.9713e+06,2.9978e+06,3.3815e+06,3.5941e+06,4.023e+06,4.3862e+06,4.5779e+06,5.3105e+06,5.6332e+06,5.5654e+06,6.1123e+06,6.1036e+06,6.2452e+06,6.4674e+06,6.2795e+06,6.9424e+06,6.761e+06,6.9767e+06,7.2115e+06,7.354e+06,7.2581e+06,7.1814e+06,7.3752e+06,7.5242e+06,7.3343e+06,7.1643e+06,7.1016e+06,7.199e+06,6.9041e+06,6.9117e+06,6.8344e+06,6.4696e+06,6.6537e+06,6.2214e+06,6.1206e+06,6.2261e+06,5.9686e+06,5.6775e+06,6.8092e+06
1.3169e+07,1.3691e+07,1.4093e+07,1.5689e+07,1.6957e+07,1.8005e+07,1.8e+07,1.8897e+07,1.8824e+07,1.9565e+07,1.9545e+07,2.0244e+07,2.0157e+07,2.0303e+07,2.2196e+07,2.2066e+07,2.1758e+07,2.2661e+07,2.322e+07,2.2427e+07,2.2427e+07,2.3544e+07,2.2818e+07,2.2343e+07,2.1919e+07,2.1884e+07,2.1862e+07,2.1156e+07,2.1538e+07,2.1323e+07,2.1442e+07,2.1701e+07,2.1284e+07,2.0685e+07,2.0644e+07,1.9765e+07,1.9385e+07,1.9676e+07,1.972e+07,1.9516e+07
1.0689e+07,1.1361e+07,1.163e+07,1.3229e+07,1.3618e+07,1.5844e+07,1.6823e+07,1.8068e+07,1.8949e+07,1.9727e+07,2.0126e+07,2.1304e+07,2.193e+07,2.2873e+07,2.3041e+07,2.2723e+07,2.2621e+07,2.3904e+07,2.4305e+07,2.3194e+07,2.3194e+07,2.3317e+07,2.5096e+07,2.4859e+07,2.4766e+07,2.5217e+07,2.5849e+07,2.508e+07,2.4105e+07,2.4654e+07,2.5736e+07,2.5778e+07,2.5397e+07,2.6287e+07,2.5578e+07,2.4238e+07,2.2856e+07,2.2649e+07,2.4473e+07,2.4771e+07
1.7814e+06,1.9075e+06,1.9967e+06,2.2048e+06,2.433e+06,2.8018e+06,3.123e+06,3.377e+06,3.9966e+06,4.7535e+06,5.7241e+06,6.6927e+06,7.5706e+06,8.0225e+06,8.2758e+06,8.5221e+06,8.771e+06,9.2584e+06,9.1873e+06,9.2008e+06,9.2008e+06,9.8051e+06,9.9172e+06,9.6034e+06,9.5251e+06,9.8229e+06,9.932e+06,9.5745e+06,9.9806e+06,9.9495e+06,9.7369e+06,9.5152e+06,9.086e+06,9.1937e+06,9.314e+06,8.2071e+06,9.0141e+06,9.3629e+06,9.1029e+06,9.1824e+06
3.5737e+06,3.9833e+06,4.1677e+06,4.5973e+06,5.0911e+06,5.58e+06,6.102e+06,6.4269e+06,7.2278e+06,7.6234e+06,7.8932e+06,8.5602e+06,9.1289e+06,9.5602e+06,9.6362e+06,9.9162e+06,9.9622e+06,1.0928e+07,1.1114e+07,1.0747e+07,1.0747e+07,1.2009e+07,1.2128e+07,1.1774e+07,1.1897e+07,1.1977e+07,1.2213e+07,1.193e+07,1.2735e+07,1.2202e+07,1.2516e+07,1.2626e+07,1.2395e+07,1.2483e+07,1.2352e+07,1.2324e+07,1.2174e+07,1.2428e+07,1.2239e+07,1.2e+07
7.1375e+05,6.8405e+05,6.6833e+05,7.1982e+05,7.0779e+05,6.861e+05,7.5249e+05,8.5696e+05,8.7629e+05,8.787e+05,9.6652e+05,1.0971e+06,1.0586e+06,1.3081e+06,1.3534e+06,1.2499e+06,1.2279e+06,1.3939e+06,1.3548e+06,1.4158e+06,1.4158e+06,1.467e+06,1.5982e+06,1.5785e+06,1.591e+06,1.5714e+06,1.6036e+06,1.5609e+06,1.5372e+06,1.6483e+06,1.6445e+06,1.6324e+06,1.746e+06,1.7787e+06,1.7239e+06,1.6999e+06,1.7266e+06,1.7116e+06,1.8437e+06,1.9395e+06
2.9701e+06,3.2332e+06,3.9273e+06,4.4936e+06,4.8237e+06,5.5663e+06,6.2637e+06,7.4776e+06,8.3531e+06,8.8112e+06,9.2584e+06,9.9499e+06,1.0349e+07,1.0661e+07,1.0632e+07,1.1179e+07,1.0769e+07,1.155e+07,1.178e+07,1.2072e+07,1.1923e+07,1.2319e+07,1.2556e+07,1.321e+07,1.3158e+07,1.3338e+07,1.3407e+07,1.3886e+07,1.2958e+07,1.3198e+07,1.2895e+07,1.3084e+07,1.3027e+07,1.276e+07,1.2895e+07,1.3203e+07,1.358e+07,1.3631e+07,1.3692e+07,1.4211e+07
6.823e+06,6.5714e+06,7.8233e+06,8.4846e+06,9.1559e+06,1.0168e+07,1.1232e+07,1.1354e+07,1.157e+07,1.2978e+07,1.4269e+07,1.4315e+07,1.5162e+07,1.5679e+07,1.4919e+07,1.5087e+07,1.5143e+07,1.5069e+07,1.5196e+07,1.6675e+07,1.6109e+07,1.5765e+07,1.5593e+07,1.4887e+07,1.5768e+07,1.5878e+07,1.6147e+07,1.6489e+07,1.5704e+07,1.6164e+07,1.5891e+07,1.668e+07,1.6559e+07,1.8319e+07,1.8541e+07,1.8527e+07,1.902e+07,1.891e+07,1.8428e+07,1.883e+07
