1.6064e+07,1.615e+07,1.7323e+07,1.846e+07,1.9568e+07,2.0677e+07,2.1438e+07,2.3012e+07,2.3179e+07,2.3916e+07,2.349e+07,2.3719e+07,2.3155e+07,2.303e+07,2.3691e+07,2.2771e+07,2.2482e+07,2.0951e+07,2.118e+07,1.9982e+07,2.2479e+07,2.2207e+07,2.2413e+07,2.2271e+07,2.2396e+07,2.2277e+07,2.2277e+07,2.1895e+07,2.1216e+07,2.0946e+07,2.156e+07,2.0751e+07,2.08e+07,2.0302e+07,1.9383e+07,2.0114e+07,1.9949e+07,2.0213e+07,1.8869e+07,1.9211e+07
1.799e+06,1.8599e+06,1.8601e+06,1.9111e+06,1.9559e+06,2.0235e+06,1.842e+06,2.0782e+06,2.0915e+06,1.9479e+06,2.0151e+06,2.1171e+06,2.0036e+06,1.9874e+06,2.0507e+06,2.0301e+06,2.0736e+06,2.7828e+06,2.7503e+06,2.6625e+06,2.786e+06,2.652e+06,2.6667e+06,2.8293e+06,2.6837e+06,2.6469e+06,2.6469e+06,2.8911e+06,2.781e+06,2.6932e+06,2.7153e+06,2.8817e+06,2.7325e+06,2.8006e+06,2.7127e+06,2.927e+06,2.7597e+06,2.817e+06,2.8649e+06,2.818e+06
1.2979e+07,1.3313e+07,1.434e+07,1.474e+07,1.6135e+07,1.6544e+07,1.691e+07,1.7625e+07,1.759e+07,1.8128e+07,1.7716e+07,1.7778e+07,1.6981e+07,1.7034e+07,1.7984e+07,1.6758e+07,1.6129e+07,1.6335e+07,1.6509e+07,1.5603e+07,1.4765e+07,1.4726e+07,1.6637e+07,1.6228e+07,1.6371e+07,1.685e+07,1.685e+07,1.6843e+07,1.5525e+07,1.6235e+07,1.6586e+07,1.5687e+07,1.5989e+07,1.5791e+07,1.5193e+07,1.5363e+07,1.5386e+07,1.5008e+07,1.4872e+07,1.5022e+07
2.5824e+06,2.6094e+06,2.7672e+06,2.8081e+06,2.9547e+06,3.0345e+06,3.1922e+06,3.2243e+06,3.3734e+06,3.5339e+06,3.0813e+06,3.1254e+06,3.3683e+06,3.3357e+06,3.416e+06,3.2861e+06,3.2069e+06,3.1305e+06,3.11e+06,3.0775e+06,2.9185e+06,2.9526e+06,2.9036e+06,2.7702e+06,2.8132e+06,2.744e+06,2.744e+06,2.6738e+06,2.6043e+06,2.6423e+06,2.6507e+06,2.5318e+06,2.6271e+06,2.6798e+06,2.5633e+06,2.5459e+06,2.5552e+06,2.5114e+06,2.523e+06,2.4753e+06
2.9705e+06,3.6716e+06,3.948e+06,4.0713e+06,4.7019e+06,4.9331e+06,5.304e+06,5.9908e+06,5.7546e+06,6.1269e+06,6.0831e+06,6.3886e+06,6.0711e+06,6.0846e+06,6.3446e+06,5.6286e+06,7.4489e+06,6.9877e+06,7.0841e+06,7.6729e+06,7.7925e+06,7.9298e+06,8.0885e+06,7.5247e+06,7.1898e+06,7.8818e+06,7.8818e+06,7.8284e+06,7.8286e+06,7.0875e+06,7.7699e+06,7.41e+06,7.712e+06,7.42e+06,7.0183e+06,7.0327e+06,7.0368e+06,7.2373e+06,7.1031e+06,6.7411e+06
6.6104e+06,7.1001e+06,7.7248e+06,8.3063e+06,8.6223e+06,9.0667e+06,9.2119e+06,1.0259e+07,1.0146e+07,1.0441e+07,1.0054e+07,1.0457e+07,1.0321e+07,1.0147e+07,1.051e+07,1.0136e+07,1.0332e+07,9.9765e+06,1.0936e+07,1.0243e+07,1.0198e+07,9.9912e+06,1.0055e+07,9.8539e+06,9.7815e+06,9.5506e+06,9.5506e+06,9.3715e+06,8.9561e+06,8.9986e+06,9.308e+06,8.802e+06,9.0744e+06,8.7505e+06,8.7322e+06,8.7828e+06,8.7078e+06,8.6327e+06,8.4084e+06,8.2953e+06
6.6244e+06,5.679e+06,6.1713e+06,6.2115e+06,5.7102e+06,5.9544e+06,6.0042e+06,6.1268e+06,6.2549e+06,6.0983e+06,6.5132e+06,6.4014e+06,6.4262e+06,6.3851e+06,6.5599e+06,7.0585e+06,6.4771e+06,8.4694e+06,7.501e+06,6.521e+06,6.5069e+06,6.5451e+06,6.6267e+06,7.2188e+06,7.2073e+06,6.4176e+06,6.4176e+06,6.2569e+06,6.1634e+06,6.7428e+06,6.0098e+06,5.8231e+06,5.9432e+06,5.8869e+06,6.3794e+06,6.388e+06,6.4438e+06,5.8825e+06,5.8591e+06,6.2436e+06
4.0747e+06,4.6551e+06,5.4374e+06,6.3331e+06,7.3991e+06,8.1689e+06,9.1091e+06,1.0445e+07,9.268e+06,1.0645e+07,1.0561e+07,1.0742e+07,1.0948e+07,1.1897e+07,1.2854e+07,1.288e+07,1.225e+07,1.28e+07,1.2792e+07,1.2325e+07,1.2506e+07,1.2294e+07,1.2221e+07,1.1734e+07,1.1749e+07,1.1575e+07,1.1256e+07,1.0993e+07,1.0893e+07,1.0947e+07,1.1338e+07,1.0849e+07,1.0508e+07,1.0561e+07,1.0557e+07,1.069e+07,1.0396e+07,1.0468e+07,1.0282e+07,1.0073e+07
1.6509e+06,1.5794e+06,1.6592e+06,1.7481e+06,1.7739e+06,1.865e+06,1.9415e+06,2.0293e+06,2.0499e+06,2.2517e+06,2.1929e+06,2.2834e+06,2.2217e+06,2.3421e+06,2.3648e+06,2.2955e+06,2.2608e+06,2.332e+06,2.5148e+06,2.1907e+06,2.2031e+06,2.1953e+06,2.1422e+06,2.1144e+06,2.0818e+06,2.0527e+06,1.9631e+06,1.9438e+06,1.912e+06,1.791e+06,1.8812e+06,1.883e+06,1.8573e+06,1.8476e+06,1.8419e+06,1.8281e+06,1.8196e+06,1.7901e+06,1.7631e+06,1.7483e+06
1.4617e+06,1.5374e+06,1.7155e+06,1.98e+06,2.2162e+06,2.6289e+06,2.9994e+06,3.2572e+06,3.5717e+06,3.8578e+06,4.091e+06,4.3594e+06,4.5491e+06,4.6161e+06,4.7828e+06,4.9253e+06,4.9493e+06,5.0204e+06,5.0144e+06,4.9897e+06,5.0285e+06,4.9783e+06,4.7931e+06,5.0351e+06,4.9677e+06,4.9482e+06,4.7815e+06,4.7197e+06,4.6605e+06,4.7036e+06,4.9209e+06,4.3668e+06,4.8218e+06,4.8961e+06,4.8544e+06,4.9545e+06,5.0164e+06,4.983e+06,5.1004e+06,4.9862e+06
1.5794e+06,1.6548e+06,1.6856e+06,1.713e+06,1.8029e+06,1.7936e+06,1.8571e+06,2.0396e+06,1.9847e+06,2.0583e+06,2.0106e+06,2.0063e+06,2.0474e+06,1.8855e+06,1.9966e+06,2.5747e+06,2.4744e+06,2.4758e+06,2.7385e+06,2.7515e+06,2.8091e+06,2.8725e+06,2.8864e+06,2.9561e+06,2.9302e+06,3.0549e+06,3.0554e+06,3.0803e+06,3.1224e+06,3.1093e+06,3.1889e+06,3.0766e+06,3.05e+06,2.9392e+06,3.0871e+06,3.1097e+06,3.0825e+06,3.1129e+06,3.0753e+06,3.0853e+06
4.5673e+06,5.0696e+06,5.7171e+06,6.6028e+06,7.3629e+06,8.1278e+06,8.7647e+06,9.344e+06,9.8187e+06,1.0267e+07,9.7421e+06,1.0093e+07,1.0118e+07,1.0298e+07,1.0812e+07,1.0506e+07,9.9279e+06,1.0163e+07,1.007e+07,9.7983e+06,9.3764e+06,9.0877e+06,8.8789e+06,8.58e+06,1.0292e+07,1.0525e+07,1.0233e+07,1.0518e+07,1.0431e+07,1.0296e+07,1.0868e+07,1.0291e+07,1.0142e+07,9.8546e+06,1.0255e+07,1.0025e+07,1.0073e+07,9.6365e+06,9.9098e+06,9.501e+06
